	Exp56_EPB41L5_1_AGCTAG_TCA	Exp56_EPB41L5_2_AGCTAG_AGT	Exp56_CCIN_1_CTGATC_TCA	Exp56_CCIN_2_CTGATC_AGT	Exp33_IDE_11_GCTCAT_TCA	Exp33_DCTN6_11_GCTGTA_TCA	Exp33_UBA2_11_TGAGTG_AGT	Exp33_ETS2_11_TGCCGA_AGT	Exp33_ETS2_10_TGCCGA_TCA	Exp33_CHMP3_11_TGTTGG_AGT	Exp33_CHMP3_10_TGTTGG_TCA	Exp31_TPGS2_24_CCACTC_AAC	Exp31_TPGS2_25_CCACTC_CAG	Exp31_CDK4_24_GCCATG_AAC	Exp31_UBA2_24_TGAGTG_AAC	Exp32_CDK4_24_GCCATG_TCA	Exp32_ITPA_11_GCCTAA_AGT	Exp32_ITPA_10_GCCTAA_TCA	Exp32_UBA2_24_TGAGTG_TCA	Exp92_EPB41L5_1_GTAGCC_TCA	Exp92_ETS2_1_CGAAAC_AGT	Exp92_UBA2_1_GCCTAA_AAC
NCAPD3::intron	0	0	0	0	1	35	9	29	38	67	36	17	18	6	4	32	19	21	10	1	0	0
NCAPG2::exon	0	0	0	1	2	24	2	13	26	39	30	24	26	4	5	18	20	11	6	0	0	1
NCAPG2::intron	0	0	0	0	4	44	12	40	46	93	58	16	25	3	10	38	52	24	15	2	0	0
NCAPG::exon	0	0	0	0	0	24	2	19	16	37	23	28	14	3	6	13	16	15	3	0	0	0
NCAPG::intron	0	0	0	0	2	13	7	13	17	31	29	13	8	7	2	20	18	15	9	0	1	0
NCAPGP1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPGP1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPGP2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPGP2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPH2::exon	1	0	0	0	0	10	1	8	5	13	12	5	3	1	0	7	2	3	1	0	0	0
NCAPH2::intron	0	0	0	1	0	4	1	1	3	8	3	4	1	1	1	1	6	3	2	0	0	0
NCAPH::exon	0	0	0	0	1	13	2	3	22	25	22	11	6	1	1	7	14	6	3	0	0	0
NCAPH::intron	0	0	0	0	0	10	3	10	19	32	18	6	7	3	1	12	6	9	1	0	0	0
NCBP1::exon	1	0	0	0	4	14	3	7	18	28	17	11	15	6	4	6	8	3	2	0	0	0
NCBP1::intron	0	1	0	0	0	14	3	9	13	23	7	5	5	4	2	8	12	11	6	0	0	0
NCBP2-AS2::exon	0	0	0	0	0	4	0	2	2	3	5	3	0	0	0	0	3	2	1	0	0	0
NCBP2::exon	0	0	0	0	2	4	0	6	9	12	8	3	7	0	1	7	3	1	1	1	0	0
NCBP2::intron	0	0	0	0	0	1	0	3	4	5	1	0	0	0	1	0	0	2	0	0	0	0
NCCRP1::exon	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCCRP1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCDN::exon	0	0	1	0	0	6	2	3	10	19	9	8	6	0	1	3	9	4	0	0	0	0
NCDN::intron	0	0	0	0	1	0	2	2	1	7	5	2	0	0	0	0	2	3	0	0	0	0
NCEH1::exon	0	0	0	0	0	2	0	3	3	2	3	3	3	0	0	4	3	1	1	0	0	0
NCEH1::intron	0	0	0	0	1	7	2	1	9	11	8	6	3	4	1	7	4	3	2	0	0	0
NCF1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1B::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1B::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1C::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1C::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF4::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF4::intron	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
NCK1::exon	0	1	2	0	0	3	0	2	3	4	6	5	1	0	1	3	2	2	0	0	0	0
NCK1::intron	0	0	0	0	0	15	4	8	14	40	10	12	7	2	4	18	24	13	2	0	0	0
NCK2::exon	0	0	0	0	0	4	0	2	4	5	1	7	1	0	1	2	2	2	1	0	0	0
NCK2::intron	0	0	0	0	0	3	0	1	5	24	13	3	3	0	1	4	6	3	1	0	0	0
NCKAP1::exon	0	2	2	1	7	30	7	30	35	47	37	47	32	12	5	28	26	17	8	2	0	0
NCKAP1::intron	0	1	0	2	2	38	11	27	59	76	37	16	19	10	9	26	27	26	16	1	1	0
NCKAP1L::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCKAP1L::intron	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NCKIPSD::exon	0	0	0	0	0	5	1	7	11	14	12	3	4	3	2	7	6	3	1	1	0	0
NCKIPSD::intron	0	1	1	0	0	3	1	4	9	12	8	1	2	2	0	1	3	7	0	1	0	0
NCLN::exon	0	0	1	0	1	7	0	6	6	11	6	4	2	0	2	3	8	6	0	0	0	0
NCLN::intron	0	1	0	0	1	6	1	6	8	24	11	2	8	2	3	3	9	3	4	0	0	0
NCLP1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCLP1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCLP2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCMAP::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCMAP::intron	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NCOA1::exon	0	0	0	0	0	4	2	3	4	11	1	6	4	1	0	3	3	0	3	0	0	0
NCOA1::intron	0	0	0	0	1	33	5	11	23	42	17	11	14	3	1	22	22	17	5	0	0	0
NCOA2::exon	0	0	0	1	2	15	5	9	13	21	17	6	10	2	0	6	13	9	2	0	0	0
NCOA2::intron	2	2	2	0	3	65	10	43	66	131	87	26	23	9	11	25	53	37	19	3	2	1
NCOA3::exon	0	0	2	0	1	8	2	7	12	8	13	12	10	2	1	7	5	2	3	0	0	0
NCOA3::intron	0	0	0	0	1	21	6	8	20	41	18	11	12	2	1	18	22	11	4	0	0	1
NCOA4::exon	0	1	0	1	0	12	0	8	19	34	16	21	9	1	2	5	11	6	3	0	0	0
NCOA4::intron	0	1	0	0	0	3	1	11	9	11	4	0	2	1	1	1	8	9	2	0	0	0
NCOA4P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA4P3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA4P4::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA5::exon	0	0	0	0	1	10	0	5	7	11	5	2	2	2	2	1	3	6	0	0	0	0
NCOA5::intron	0	0	0	1	3	17	4	9	12	32	23	6	3	1	2	5	20	14	5	0	0	0
NCOA6::exon	1	0	1	2	1	17	3	6	10	32	21	12	8	1	3	4	15	6	3	0	0	0
NCOA6::intron	0	1	0	0	1	25	8	20	33	38	18	13	10	6	3	11	25	20	6	0	1	0
NCOA7::exon	0	0	1	0	1	3	3	3	2	8	3	4	4	2	0	2	6	2	1	0	0	0
NCOA7::intron	0	0	0	0	0	11	6	14	10	42	21	12	6	1	3	7	24	10	3	0	0	0
NCOR1::exon	0	0	1	1	1	27	4	19	27	52	29	23	15	3	5	9	18	14	11	1	1	0
NCOR1::intron	2	1	2	0	6	44	9	29	65	82	72	20	20	9	8	42	39	34	13	0	0	0
NCOR1P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR1P1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR1P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR1P2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR1P3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR1P3::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR2::exon	0	0	0	3	2	7	3	6	9	28	12	15	5	2	5	8	3	6	5	1	0	0
NCOR2::intron	0	1	0	2	1	22	15	24	33	65	38	20	17	7	9	16	31	16	9	2	0	0
NCR1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR2::intron	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCR3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR3::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR3LG1::exon	0	0	0	0	0	11	4	1	11	31	5	5	4	1	2	4	6	7	0	0	0	0
NCR3LG1::intron	0	0	0	0	1	4	1	4	5	11	7	1	1	0	2	0	5	4	0	0	0	0
NCS1::exon	0	0	1	1	0	1	3	3	9	10	7	4	2	0	2	2	2	3	0	0	0	0
NCS1::intron	0	1	0	0	1	6	0	8	10	19	8	5	3	1	0	3	8	3	3	0	0	0
NCSTN::exon	0	0	0	0	1	12	1	7	15	15	13	9	10	2	1	2	8	5	1	2	0	0
NCSTN::intron	0	0	0	0	0	5	1	4	8	8	4	4	3	1	0	0	2	4	1	0	0	0
NCSTNP1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDC1::exon	0	2	1	0	3	19	1	16	20	32	23	19	23	6	5	8	17	10	6	2	0	0
NDC1::intron	0	0	0	0	0	17	4	14	21	42	18	6	5	6	1	15	29	13	5	0	0	0
NDC80::exon	0	0	0	0	0	8	3	3	8	12	5	5	2	1	1	4	8	4	0	0	0	0
NDC80::intron	1	0	0	0	0	7	1	6	12	15	11	4	3	3	2	5	11	5	3	0	0	0
NDE1::exon	0	0	0	0	0	8	1	3	5	8	0	7	2	0	1	2	3	1	0	0	0	0
NDE1::intron	0	0	0	0	0	8	4	11	10	21	7	8	5	0	2	7	8	2	2	0	0	0
NDE1P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDEL1::exon	0	0	0	0	0	7	0	4	5	10	5	4	2	5	0	2	0	1	1	0	0	0
NDEL1::intron	2	0	0	0	0	7	3	4	4	31	11	10	2	10	3	16	7	9	6	0	0	0
NDFIP1::exon	0	0	0	0	1	15	3	7	14	26	7	20	9	2	2	9	10	7	0	0	0	0
NDFIP1::intron	0	0	0	0	1	4	6	9	8	18	8	2	2	0	4	8	7	1	5	0	0	0
NDFIP1P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP2::exon	1	0	1	0	0	11	2	7	13	30	24	19	20	3	1	14	17	4	3	0	0	0
NDFIP2::intron	0	0	1	0	1	22	8	11	26	56	29	11	15	4	3	15	13	11	4	4	0	0
NDN::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDNF::exon	0	0	0	0	0	0	0	2	1	4	2	3	3	0	0	2	1	1	1	0	0	0
NDNF::intron	0	0	0	0	0	5	0	4	2	2	3	0	0	0	0	0	2	1	1	1	0	0
NDOR1::exon	0	0	1	0	0	2	3	4	6	15	4	2	2	0	1	1	1	2	2	1	0	0
NDOR1::intron	0	0	0	0	0	4	0	4	10	6	5	4	1	1	2	3	6	3	1	0	0	0
NDP::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDP::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDRG1::exon	0	0	0	0	1	5	4	6	10	4	5	7	8	2	1	4	7	3	3	0	0	1
NDRG1::intron	1	2	0	0	0	9	4	6	11	18	11	12	7	3	1	10	13	2	3	1	0	0
NDRG2::exon	0	0	0	0	0	1	0	1	3	1	2	2	1	0	1	0	0	0	0	0	0	0
NDRG2::intron	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	1	2	0	0	0	0	0
NDRG3::exon	0	0	0	0	1	3	2	1	7	12	8	6	5	0	1	3	3	2	2	0	0	0
NDRG3::intron	0	1	0	0	0	12	7	5	11	21	7	6	2	3	1	9	6	5	5	0	0	0
NDRG4::exon	0	0	0	0	0	3	2	3	6	2	3	10	5	3	0	3	0	1	0	0	0	0
NDRG4::intron	0	0	0	0	0	3	3	1	0	3	3	0	3	0	2	5	1	1	3	0	0	1
NDST1::exon	0	0	0	0	1	5	5	5	11	14	10	8	6	1	1	1	9	5	1	0	0	0
NDST1::intron	1	0	1	0	1	7	3	8	3	27	10	6	1	0	2	5	2	8	3	0	0	1
NDST2::exon	0	0	0	0	0	4	2	8	8	7	6	2	2	1	0	2	4	6	1	0	0	0
NDST2::intron	0	0	0	0	0	3	1	2	5	4	4	1	0	0	0	3	0	2	1	0	0	0
NDST3::exon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NDST3::intron	0	0	0	0	0	0	0	1	0	3	4	1	0	1	0	0	13	3	1	0	0	0
NDST4::exon	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
NDST4::intron	0	0	0	0	1	1	3	2	7	7	3	2	4	2	1	4	3	1	1	1	0	0
NDUFA10::exon	0	0	1	0	0	2	2	7	12	14	12	8	3	1	3	3	11	5	1	0	0	0
NDUFA10::intron	0	2	1	0	3	24	9	24	32	78	40	22	15	10	5	23	31	22	11	0	1	0
NDUFA11::exon	0	0	0	0	0	18	2	12	11	24	14	6	9	4	1	8	7	3	5	0	0	0
NDUFA11::intron	0	0	0	0	0	0	1	2	3	6	4	5	0	0	1	1	2	2	0	0	0	0
NDUFA12::exon	0	0	0	0	0	8	4	9	10	15	8	15	4	1	2	9	13	4	3	1	0	0
NDUFA12::intron	0	1	0	0	0	4	0	2	6	9	3	0	0	3	0	4	6	6	0	0	0	0
NDUFA12P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA13::exon	0	0	0	0	0	10	2	15	10	22	14	10	6	1	1	7	10	13	2	0	0	0
NDUFA13::intron	0	1	0	0	0	3	4	3	1	10	3	6	0	0	2	3	1	1	4	0	0	0
NDUFA1::exon	0	0	0	0	1	18	2	17	23	24	14	20	16	7	0	13	21	8	3	0	0	0
NDUFA1::intron	0	0	0	0	0	1	0	2	1	2	2	1	0	0	0	1	0	2	1	0	0	0
NDUFA2::exon	0	0	0	0	1	10	1	7	13	10	12	8	9	2	0	7	14	7	2	0	0	1
NDUFA2::intron	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
NDUFA3::exon	0	0	0	0	1	14	5	7	10	16	7	17	9	6	3	8	11	8	1	0	0	0
NDUFA3::intron	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	2	0	0	1	0	0	0
NDUFA3P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA3P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA3P3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA3P4::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA3P6::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA4::exon	0	0	0	0	1	29	3	18	23	26	15	19	16	3	4	9	14	6	5	0	0	0
NDUFA4::intron	0	0	0	0	0	1	0	2	0	1	2	0	1	0	0	1	0	1	0	0	0	0
NDUFA4L2::exon	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA4L2::intron	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA4P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5::exon	0	1	1	1	0	7	2	5	7	11	7	3	7	0	0	10	6	2	0	0	0	0
NDUFA5::intron	0	0	0	0	1	3	2	2	0	8	3	1	0	1	0	4	4	2	2	0	0	0
NDUFA5P10::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P11::exon	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P12::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P12::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P3::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P4::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P5::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P6::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P7::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P8::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P9::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6::exon	0	0	0	0	0	4	1	5	2	6	6	5	7	3	0	4	9	1	0	0	0	0
NDUFA6::intron	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0
NDUFA7::exon	0	1	0	0	2	8	2	12	11	11	7	14	11	6	4	13	11	8	4	0	0	0
NDUFA7::intron	0	0	0	0	0	4	0	5	2	6	2	1	1	0	0	1	5	0	0	0	0	0
NDUFA8::exon	0	0	0	0	2	3	1	13	6	10	6	4	1	1	0	6	8	3	0	0	0	0
NDUFA8::intron	0	0	0	0	0	2	0	4	5	7	2	3	2	0	1	0	2	3	0	0	0	0
NDUFA8P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA9::exon	0	0	0	1	0	10	0	9	12	15	12	7	5	0	0	2	3	6	1	0	0	0
NDUFA9::intron	0	0	0	0	0	10	2	3	7	19	6	3	6	1	0	3	10	4	1	0	0	0
NDUFA9P1::exon	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0
NDUFAB1::exon	0	0	1	0	0	7	3	14	7	20	14	19	15	4	2	4	9	7	4	0	0	0
NDUFAB1::intron	0	0	0	0	0	0	0	7	5	6	3	1	4	1	0	2	2	1	0	0	0	0
NDUFAB1P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NDUFAF1::exon	0	0	0	0	0	0	0	2	3	3	2	1	1	0	0	0	0	0	0	0	0	0
NDUFAF1::intron	0	0	0	0	0	1	0	1	1	3	3	3	1	0	0	0	1	2	0	0	0	0
NDUFAF2::exon	0	0	0	0	0	2	0	2	1	5	2	3	3	2	0	0	2	3	0	0	0	0
NDUFAF2::intron	0	2	1	0	0	35	7	29	32	102	55	11	11	6	9	16	44	27	8	1	0	2
NDUFAF3::exon	0	0	0	1	0	11	1	13	16	17	14	13	8	5	0	13	15	12	5	0	0	0
NDUFAF3::intron	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0
NDUFAF4::exon	0	0	1	0	0	6	1	3	6	8	10	10	1	0	1	3	3	4	6	0	0	0
NDUFAF4::intron	0	0	1	0	0	1	0	1	1	5	2	2	1	0	0	1	1	0	0	0	0	0
NDUFAF4P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF4P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF4P3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF4P4::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF5::exon	0	0	0	0	0	6	2	3	5	4	1	3	1	0	1	2	4	0	0	0	0	0
NDUFAF5::intron	0	0	0	0	1	5	1	13	13	25	9	11	4	1	1	7	6	4	1	1	0	0
NDUFAF7::exon	0	0	0	0	0	1	0	3	2	6	8	2	3	0	0	2	3	3	0	0	0	0
NDUFAF7::intron	0	0	0	0	0	6	0	4	4	9	0	2	1	1	0	2	5	5	0	0	0	0
NDUFAF8::exon	0	0	0	0	0	9	0	8	8	10	10	7	9	1	1	3	7	3	0	0	0	0
NDUFAF8::intron	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0
NDUFB10::exon	0	0	0	0	4	21	0	20	22	21	23	20	13	3	1	8	12	5	4	0	0	0
NDUFB10::intron	0	0	0	0	0	3	0	1	1	5	1	3	3	0	1	2	1	0	0	0	0	0
NDUFB10P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB10P1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB10P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB10P2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB11::exon	0	0	0	0	3	11	1	15	5	29	12	15	7	6	6	10	10	3	4	0	0	0
NDUFB11::intron	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0
NDUFB11P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB1::exon	0	0	0	0	0	7	0	8	7	9	6	15	10	1	1	10	3	3	2	0	0	0
NDUFB1::intron	0	0	0	0	0	0	1	1	7	8	2	1	1	0	0	0	2	1	0	0	0	0
NDUFB1P1::exon	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NDUFB1P2::exon	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB2::exon	0	0	1	0	1	9	1	13	16	8	8	7	3	1	0	0	5	2	0	1	0	0
NDUFB2::intron	0	0	1	0	0	6	2	5	2	9	6	1	1	2	0	3	7	3	1	0	0	0
NDUFB2P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB3::exon	0	0	0	0	2	9	2	6	9	7	3	4	7	2	2	8	5	3	1	0	0	0
NDUFB3::intron	0	0	0	0	0	3	0	1	0	3	2	0	0	0	0	0	1	1	0	0	0	0
NDUFB4::exon	0	0	0	0	2	15	5	7	8	22	12	16	13	4	1	9	13	7	2	0	0	0
NDUFB4::intron	0	0	0	0	0	3	0	0	1	4	2	1	0	0	0	2	1	1	1	0	0	0
NDUFB4P10::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P11::exon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P12::exon	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P4::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P5::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P6::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P7::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P8::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P9::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB5::exon	0	0	0	0	1	5	2	2	4	12	12	9	4	1	0	3	0	2	0	0	0	0
NDUFB5::intron	0	0	0	0	0	1	1	4	3	6	0	1	1	1	0	3	5	4	0	0	0	0
NDUFB5P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB5P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB6::exon	0	0	0	1	1	14	1	7	18	21	14	13	11	2	0	7	9	9	1	0	0	0
NDUFB6::intron	0	0	0	0	1	1	0	2	7	4	2	3	1	0	1	5	6	3	2	1	0	0
NDUFB7::exon	1	0	0	0	1	11	1	8	11	5	5	6	6	0	0	4	6	5	0	0	0	0
NDUFB7::intron	0	0	0	0	0	0	0	1	2	1	2	1	0	0	1	1	2	1	1	0	0	0
NDUFB8::exon	0	0	0	0	1	15	0	21	15	21	18	7	11	3	1	3	11	9	2	1	0	0
NDUFB8::intron	0	0	0	0	0	10	3	6	9	10	8	5	3	2	0	8	5	5	2	0	0	0
NDUFB8P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB8P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB9::exon	0	0	1	0	0	11	1	11	10	28	12	9	9	1	3	6	9	6	0	0	0	0
NDUFB9::intron	0	0	0	1	1	8	0	5	5	19	8	6	5	1	1	4	8	4	1	0	0	0
NDUFB9P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB9P2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB9P3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
